block_id,schedule_number,service_id
block_1274,164/05,service_4
block_1275,164/06,service_4
block_1276,164/07,service_4
block_1277,164/08,service_4
block_1278,164/09,service_4
block_1279,168/01,service_4
block_1280,168/02,service_4
block_1281,169/01,service_4
block_1282,169/02,service_4
block_1283,169/03,service_4
block_1284,169/04,service_4
block_1285,169/05,service_4
block_1286,169/06,service_4
block_1287,169/07,service_4
block_1288,169/08,service_4
block_1289,169/09,service_4
block_1290,169/10,service_4
block_1291,169/11,service_4
block_1292,171/01,service_4
block_1293,171/02,service_4
block_1294,172/01,service_4
block_1295,172/02,service_4
block_1296,172/03,service_4
block_1297,172/04,service_4
block_1298,172/05,service_4
block_1299,172/06,service_4
block_1300,172/07,service_4
block_1301,172/08,service_4
block_1302,172/09,service_4
block_1303,173/01,service_4
block_1304,173/02,service_4
block_1305,173/03,service_4
block_1306,173/04,service_4
block_1307,173/05,service_4
block_1308,173/06,service_4
block_1309,173/07,service_4
block_1310,173/08,service_4
block_1311,173/09,service_4
block_1312,174/01,service_4
block_1313,174/02,service_4
block_1314,174/03,service_4
block_1315,174/04,service_4
block_1316,174/05,service_4
block_1317,174/06,service_4
block_1318,174/07,service_4
block_1319,174/08,service_4
block_1320,174/09,service_4
block_1321,175/01,service_4
block_1322,175/02,service_4
block_1323,176/01,service_4
block_1324,179/01,service_4
block_1325,179/02,service_4
block_1326,179/03,service_4
block_1327,179/04,service_4
block_1328,179/05,service_4
block_1329,179/06,service_4
block_1330,179/07,service_4
block_1331,179/08,service_4
block_1332,179/09,service_4
block_1333,179/10,service_4
block_1334,179/11,service_4
block_1335,179/12,service_4
block_1336,179/13,service_4
block_1337,179/14,service_4
block_1338,179/15,service_4
block_1339,180/01,service_4
block_1340,182/01,service_4
block_1341,182/02,service_4
block_1342,182/03,service_4
block_1343,182/04,service_4
block_1344,182/05,service_4
block_1345,182/06,service_4
block_1346,182/07,service_4
block_1347,182/08,service_4
block_1348,182/09,service_4
block_1349,182/10,service_4
block_1350,182/11,service_4
block_1351,191/01,service_4
block_1352,192/01,service_4
block_1353,192/02,service_4
block_1354,192/03,service_4
block_1355,192/04,service_4
block_1356,192/05,service_4
block_1357,192/06,service_4
block_1358,192/07,service_4
block_1359,194/01,service_4
block_1360,194/02,service_4
block_1361,194/03,service_4
block_1362,194/04,service_4
block_1363,194/05,service_4
block_1364,194/06,service_4
block_1365,194/07,service_4
block_1366,194/08,service_4
block_1367,194/09,service_4
block_1368,194/10,service_4
block_1369,194/11,service_4
block_1370,194/12,service_4
block_1371,194/13,service_4
block_1372,194/14,service_4
block_1373,194/15,service_4
block_1374,194/16,service_4
block_1375,194/17,service_4
block_1376,195/01,service_4
block_1377,195/02,service_4
block_1378,195/03,service_4
block_1379,195/04,service_4
block_1380,195/05,service_4
block_1381,198/01,service_4
block_1382,198/02,service_4
block_1383,199/01,service_4
block_1384,199/02,service_4
block_1385,199/03,service_4
block_1386,199/04,service_4
block_1387,199/05,service_4
block_1388,199/06,service_4
block_1389,199/07,service_4
block_1390,199/08,service_4
block_1391,200/01,service_4
block_1392,200/02,service_4
block_1393,202/01,service_4
block_1394,202/02,service_4
block_1395,203/01,service_4
block_1396,203/02,service_4
block_1397,203/03,service_4
block_1398,204/01,service_4
block_1399,204/02,service_4
block_1400,204/03,service_4
block_1401,204/04,service_4
block_1402,204/05,service_4
block_1403,204/06,service_4
block_1404,207/01,service_4
block_1405,207/02,service_4
block_1406,207/03,service_4
block_1407,209/01,service_4
block_1408,210/01,service_4
block_1409,211/01,service_4
block_1410,211/02,service_4
block_1411,211/03,service_4
block_1412,211/04,service_4
block_1413,212/01,service_4
block_1414,213/01,service_4
block_1415,213/02,service_4
block_1416,214/01,service_4
block_1417,214/02,service_4
block_1418,214/03,service_4
block_1419,215/01,service_4
block_1420,215/02,service_4
block_1421,217/01,service_4
block_1422,217/02,service_4
block_1423,218/01,service_4
block_1424,218/02,service_4
block_1425,218/03,service_4
block_1426,219/01,service_4
block_1427,220/01,service_4
block_1428,220/02,service_4
block_1429,221/01,service_4
block_1430,221/02,service_4
block_1431,222/01,service_4
block_1432,222/02,service_4
block_1433,223/01,service_4
block_1434,223/02,service_4
block_1435,224/01,service_4
block_1436,225/01,service_4
block_1437,225/02,service_4
block_1438,225/03,service_4
block_1439,225/04,service_4
block_1440,227/01,service_4
block_1441,227/02,service_4
block_1442,227/03,service_4
block_1443,228/01,service_4
block_1444,228/02,service_4
block_1445,229/01,service_4
block_1446,229/02,service_4
block_1447,229/03,service_4
block_1448,229/04,service_4
block_1449,230/01,service_4
block_1450,230/02,service_4
block_1451,232/01,service_4
block_1452,232/02,service_4
block_1453,233/01,service_4
block_1454,233/02,service_4
block_1455,234/01,service_4
block_1456,234/02,service_4
block_1457,235/01,service_4
block_1458,235/02,service_4
block_1459,235/03,service_4
block_1460,238/01,service_4
block_1461,238/02,service_4
block_1462,238/03,service_4
block_1463,238/04,service_4
block_1464,239/01,service_4
block_1465,239/02,service_4
block_1466,239/03,service_4
block_1467,240/01,service_4
block_1468,242/01,service_4
block_1469,243/01,service_4
block_1470,244/01,service_4
block_1471,244/02,service_4
block_1472,244/03,service_4
block_1473,245/01,service_4
block_1474,245/02,service_4
block_1475,247/01,service_4
block_1476,248/01,service_4
block_1477,248/02,service_4
block_1478,248/03,service_4
block_1479,248/04,service_4
block_1480,249/01,service_4
block_1481,249/02,service_4
block_1482,249/03,service_4
block_1483,249/04,service_4
block_1484,249/05,service_4
block_1485,250/01,service_4
block_1486,253/01,service_4
block_1487,253/02,service_4
block_1488,253/03,service_4
block_1489,254/01,service_4
block_1490,254/02,service_4
block_1491,254/03,service_4
block_1492,255/01,service_4
block_1493,257/01,service_4
block_1494,257/02,service_4
block_1495,258/01,service_4
block_1496,258/02,service_4
block_1497,259/01,service_4
block_1498,259/02,service_4
block_1499,260/01,service_4
block_1500,260/02,service_4
block_1501,262/01,service_4
block_1502,263/01,service_4
block_1503,263/02,service_4
block_1504,263/03,service_4
block_1505,264/01,service_4
block_1506,265/01,service_4
block_1507,267/01,service_4
block_1508,267/02,service_4
block_1509,268/01,service_4
block_1510,268/02,service_4
block_1511,269/01,service_4
block_1512,269/02,service_4
block_1513,269/03,service_4
block_1514,269/04,service_4
block_1515,269/05,service_4
block_1516,270/01,service_4
block_1517,272/01,service_4
block_1518,273/01,service_4
block_1519,274/01,service_4
block_1520,274/02,service_4
block_1521,275/01,service_4
block_1522,275/02,service_4
block_1523,277/01,service_4
block_1524,277/02,service_4
block_1525,278/01,service_4
block_1526,278/02,service_4
block_1527,278/03,service_4
block_1528,280/01,service_4
block_1529,283/01,service_4
block_1530,283/02,service_4
block_1531,284/01,service_4
block_1532,285/01,service_4
block_1533,285/02,service_4
block_1534,288/01,service_4
block_1535,288/02,service_4
block_1536,290/01,service_4
block_1537,290/02,service_4
block_1538,293/01,service_4
block_1539,293/02,service_4
block_1540,295/01,service_4
block_1541,297/01,service_4
block_1542,297/02,service_4
block_1543,298/01,service_4
block_1544,298/02,service_4
block_1545,300/01,service_4
block_1546,300/02,service_4
block_1547,300/03,service_4
block_1548,300/04,service_4
block_1549,301/01,service_4
block_1550,301/02,service_4
block_1551,301/03,service_4
block_1552,301/04,service_4
block_1553,301/05,service_4
block_1554,301/06,service_4
block_1555,301/07,service_4
block_1556,301/08,service_4
block_1557,301/09,service_4
block_1558,304/01,service_4
block_1559,304/02,service_4
block_1560,304/03,service_4
block_1561,304/04,service_4
block_1562,304/05,service_4
block_1563,304/06,service_4
block_1564,304/07,service_4
block_1565,304/08,service_4
block_1566,304/09,service_4
block_1567,304/10,service_4
block_1568,304/11,service_4
block_1569,304/12,service_4
block_1570,304/13,service_4
block_1571,304/14,service_4
block_1572,304/15,service_4
block_1573,304/16,service_4
block_1574,307/01,service_4
block_1575,307/02,service_4
block_1576,307/03,service_4
block_1577,307/04,service_4
block_1578,307/05,service_4
block_1579,307/06,service_4
block_1580,307/07,service_4
block_1581,310/01,service_4
block_1582,310/02,service_4
block_1583,310/03,service_4
block_1584,310/04,service_4
block_1585,310/05,service_4
block_1586,310/06,service_4
block_1587,310/07,service_4
block_1588,310/08,service_4
block_1589,317/01,service_4
block_1590,317/02,service_4
block_1591,317/03,service_4
block_1592,317/04,service_4
block_1593,317/05,service_4
block_1594,337/01,service_4
block_1595,337/02,service_4
block_1596,337/03,service_4
block_1597,337/04,service_4
block_1598,337/05,service_4
block_1599,337/06,service_4
block_1600,405/01,service_4
block_1601,405/02,service_4
block_1602,405/03,service_4
block_1603,420/01,service_4
block_1604,420/02,service_4
block_1605,424/01,service_4
block_1606,424/02,service_4
block_1607,424/03,service_4
block_1608,433/01,service_4
block_1609,433/02,service_4
block_1610,475/01,service_4
block_1611,475/02,service_4
block_1612,502/01,service_4
block_1613,502/02,service_4
block_1614,502/03,service_4
block_1615,502/04,service_4
block_1616,502/05,service_4
block_1617,502/06,service_4
block_1618,502/07,service_4
block_1619,503/01,service_4
block_1620,503/02,service_4
block_1621,503/03,service_4
block_1622,503/04,service_4
block_1623,503/05,service_4
block_1624,503/06,service_4
block_1625,503/07,service_4
block_1626,503/08,service_4
block_1627,503/09,service_4
block_1628,513/01,service_4
block_1629,513/02,service_4
block_1630,513/03,service_4
block_1631,513/04,service_4
block_1632,513/05,service_4
block_1633,513/06,service_4
block_1634,513/07,service_4
block_1635,513/08,service_4
block_1636,572/01,service_4
block_1637,572/02,service_4
block_1638,572/03,service_4
block_1639,572/04,service_4
block_1640,572/05,service_4
block_1641,572/06,service_4
block_1642,572/07,service_4
block_1643,601/01,service_4
block_1644,601/02,service_4
block_1645,601/03,service_4
block_1646,601/04,service_4
block_1647,605/01,service_4
block_1648,605/02,service_4
block_1649,608/01,service_4
block_1650,608/02,service_4
block_1651,608/03,service_4
block_1652,608/04,service_4
block_1653,609/01,service_4
block_1654,610/01,service_4
block_1655,610/02,service_4
block_1656,610/03,service_4
block_1657,611/01,service_4
block_1658,611/02,service_4
block_1659,701/01,service_4
block_1660,701/02,service_4
block_1661,701/03,service_4
block_1662,704/01,service_4
block_1663,704/02,service_4
block_1664,704/03,service_4
block_1665,902/01,service_4
block_1666,902/02,service_4
block_1667,903/01,service_4
block_1668,904/01,service_4
block_1669,904/02,service_4
block_1670,904/03,service_4
block_1671,917/01,service_4
block_1672,918/01,service_4
block_1673,937/01,service_4
block_1674,948/01,service_4
